0,0,0,0,0,0,1,1,1,7,6,2,0,0,5,17,3,7,8,21,4,13,4,13,1,5,6,5,6,13,11,32,12,18,19,34,19,9,4,6,6,11,7,17,12,16,9,17,16,15,6,5,6,6,9,14,11,11,8,11,9,7,4,4,5,7,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,1,6,2,0,1,3,0,0,2,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,2,2,2,4,3,1,7,7,10,21,7,14,12,27,3,14,9,15,0,7,9,0,0,9,7,20,5,26,27,36,20,28,20,27,12,28,13,20,10,32,17,25,19,26,10,19,13,14,10,13,14,14,15,17,13,12,5,11,6,5,5,4,7,8,8,5,5,2,5,3,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,10,18,19,9,10,3,3,1,3,4,3,5,9,15,42,16,23,26,42,19,8,8,22,8,19,10,23,17,24,16,27,21,12,6,10,8,9,10,17,14,13,13,17,14,12,1,2,5,5,5,6,7,7,6,4,4,0,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,10,9,4,4,5,8,17,6,14,14,16,10,18,7,6,0,9,10,6,7,14,20,27,13,23,21,29,19,10,16,19,11,7,10,21,15,15,11,19,15,15,6,11,11,11,10,14,17,16,14,13,14,11,9,11,13,10,13,17,18,9,9,6,7,4,3,7,11,8,10,10,10,5,5,5,7,5,6,6,6,5,6,5,4,4,3,3,3,4,6,6,6,3,2,2,1,0,0,0,0,1,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8,0,0,4,9,1,0,2,13,2,0,0,13,0,0,0,11,0,0,0,10,0,0,0,9,0,0,0,7,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,3,3,1,2,2,11,21,7,12,15,29,10,16,4,9,0,1,2,5,8,11,13,42,16,17,20,30,12,17,5,18,11,22,11,27,17,25,12,20,16,7,4,8,6,12,9,12,13,10,8,8,7,3,1,3,3,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,2,2,2,2,2,2,3,3,7,7,3,12,15,19,0,15,6,7,0,8,6,0,0,12,7,23,2,24,21,26,9,23,14,23,11,30,14,19,5,32,19,24,15,32,9,17,8,22,8,14,7,19,12,19,9,10,6,6,5,6,5,7,5,2,2,7,2,0,0,2,0,1,0,4,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,6,6,2,3,4,10,17,7,11,14,22,4,14,5,9,0,1,8,3,3,9,11,29,15,15,18,24,17,4,3,4,6,11,9,17,16,17,12,21,17,13,7,10,10,12,13,13,15,10,9,7,8,4,3,3,6,7,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,1,3,3,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,2,2,10,21,9,17,20,33,10,16,4,14,1,3,2,1,3,15,13,41,15,20,16,25,9,13,3,18,11,21,14,29,21,20,12,20,16,7,5,11,9,13,12,15,15,8,8,8,8,5,2,2,4,6,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,3,3,6,6,5,3,3,13,25,9,16,26,38,19,13,4,12,1,9,8,10,13,20,28,40,24,27,20,35,17,18,13,25,17,15,18,34,22,16,10,23,15,12,9,18,15,16,13,19,20,15,10,11,12,11,10,12,14,16,12,12,14,6,5,5,7,6,7,8,9,7,8,6,6,4,5,5,5,5,8,6,7,6,6,4,4,3,3,2,2,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,2,0,0,1,4,0,0,1,2,5,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,11,3,7,8,20,2,13,18,2,1,7,15,0,0,6,20,16,11,16,26,24,14,10,10,13,11,18,9,17,14,21,15,25,16,10,3,12,9,9,9,12,14,15,10,19,15,10,7,7,7,13,10,11,11,11,8,7,6,6,4,5,6,4,4,4,4,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,10,10,4,5,5,15,23,12,14,17,28,17,16,11,10,0,13,19,18,15,26,37,45,27,17,16,15,8,6,8,6,8,12,20,26,24,15,11,13,11,3,1,1,6,11,10,17,17,17,9,9,9,7,7,7,8,8,10,16,17,8,6,8,10,8,7,10,12,13,13,12,10,7,5,6,6,4,4,5,6,8,5,5,2,3,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,3,1,0,0,11,18,8,11,11,30,16,22,7,3,1,7,10,9,11,21,20,33,23,18,15,17,11,7,7,13,12,18,16,29,24,17,9,14,12,12,6,6,7,14,14,23,15,16,9,9,9,3,3,7,8,8,9,7,10,5,6,5,5,3,7,7,7,3,4,1,1,1,4,3,3,5,6,5,4,2,4,4,3,1,3,3,3,2,3,3,3,1,1,1,1,2,4,4,4,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,11,4,0,0,11,1,0,0,9,1,0,0,10,0,0,0,7,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,2,2,2,3,3,3,9,20,7,15,16,32,6,12,13,10,1,3,10,7,8,16,19,36,20,28,22,30,15,20,10,18,11,24,15,30,21,22,11,24,16,15,6,12,9,16,12,25,21,19,12,13,8,5,3,3,6,10,11,11,12,7,6,5,5,3,3,3,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,18,0,4,9,19,0,17,7,14,1,3,7,1,0,15,12,27,10,20,18,26,13,12,4,11,9,14,7,20,11,21,16,21,17,14,7,11,10,9,10,20,15,13,13,14,13,11,4,4,6,8,6,5,5,10,7,6,6,2,5,6,6,4,3,3,3,2,2,3,2,3,4,4,4,3,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,4,4,4,9,10,12,10,10,15,31,14,26,19,34,6,15,7,12,1,11,9,5,6,21,13,35,16,38,25,44,20,31,17,24,7,37,22,27,17,42,21,34,21,28,13,17,7,29,13,23,14,29,15,19,7,18,4,14,6,12,7,7,4,2,0,2,0,0,0,5,0,4,0,5,0,7,0,4,0,2,0,2,0,0,0,4,0,3,0,4,0,3,0,6,0,2,0,5,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,6,7,7,7,7,9,10,10,16,29,16,27,19,35,6,17,2,12,1,10,0,1,1,17,8,38,12,29,21,37,10,30,14,30,10,38,20,35,15,32,19,31,12,22,9,17,5,19,10,26,10,12,7,20,6,8,2,4,2,2,2,6,0,3,1,6,0,4,0,0,0,2,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,2,2,2,2,2,2,12,19,9,15,18,33,16,8,4,4,1,8,7,6,9,16,21,44,22,20,11,20,4,6,3,17,5,22,14,30,21,19,8,13,11,7,5,8,11,14,13,9,8,8,5,8,5,4,4,5,5,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,3,3,3,3,3,3,3,11,25,9,12,18,39,20,17,8,11,3,6,12,7,14,17,20,36,25,12,13,19,9,4,4,12,12,16,14,28,25,14,10,15,13,8,7,8,13,15,15,15,18,13,5,5,5,4,4,4,5,11,10,7,6,6,3,3,3,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,6,0,0,3,3,0,0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,8,8,14,11,5,5,5,11,22,7,8,10,21,13,6,11,6,0,0,12,9,8,15,29,30,19,18,15,25,13,9,8,17,6,11,20,32,21,20,11,20,14,9,4,5,7,11,11,15,14,14,12,14,9,9,8,11,13,10,8,17,17,15,2,4,6,4,4,6,7,9,11,11,13,4,4,5,7,5,5,4,7,5,8,7,7,7,2,2,2,2,1,1,1,3,3,3,3,0,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2,2,0,0,0,8,4,0,0,7,5,0,0,5,4,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,6,6,9,9,6,6,6,6,13,6,9,10,24,7,8,1,6,1,3,3,7,8,15,18,35,19,16,16,25,11,8,6,8,9,18,16,26,21,18,10,17,13,10,5,5,10,12,13,11,8,11,7,7,5,4,1,4,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,1,1,2,7,7,11,24,9,14,13,29,3,17,0,17,0,4,1,3,1,9,4,35,4,24,22,39,11,30,12,26,3,29,13,29,5,32,21,32,10,25,9,23,2,23,9,30,6,19,3,24,0,11,0,22,0,5,0,13,0,1,0,14,0,2,0,12,0,7,0,5,0,5,0,7,0,2,0,2,0,0,0,2,0,0,0,3,0,3,0,2,0,1,0,2,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,3,3,1,5,5,17,22,11,14,21,36,13,17,4,15,1,7,5,6,8,16,22,47,20,31,22,40,15,32,14,29,8,36,24,43,20,37,16,30,15,31,11,21,11,29,15,29,16,19,6,17,5,8,2,8,8,14,8,10,4,5,0,4,0,5,0,3,0,4,0,5,0,4,0,2,0,0,0,2,0,1,0,3,0,1,0,3,0,3,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,3,2,2,0,2,11,16,7,14,20,26,9,14,7,11,1,1,7,6,6,18,21,40,19,21,20,26,17,9,7,12,10,16,16,26,22,20,12,17,17,8,7,7,8,13,13,18,22,11,7,6,4,5,0,0,4,8,8,5,6,4,3,2,2,0,2,3,3,3,3,3,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,2,0,2,3,3,22,4,6,9,25,1,7,2,11,0,2,0,2,0,3,4,23,6,14,23,31,14,20,10,20,12,22,10,17,10,26,15,17,14,15,6,11,7,5,8,11,9,13,9,15,8,7,4,5,4,5,2,2,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,3,3,5,5,9,19,6,9,11,19,2,10,8,14,1,5,7,2,1,10,4,28,8,18,21,33,22,10,4,16,8,12,4,13,11,19,12,18,16,15,4,7,4,4,6,11,6,11,10,8,7,7,3,6,3,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,6,0,0,0,4,2,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,8,8,14,14,8,10,10,12,19,12,18,20,30,18,11,3,5,1,6,5,7,11,20,26,43,25,21,14,20,7,8,7,15,11,22,22,35,24,13,8,11,9,10,6,11,14,16,14,18,15,9,3,4,5,4,6,6,9,11,8,6,6,3,3,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
